Station,dist_to_stream_km,dist_to_nenana_km
1219,1.5268121229162686,2.4032874114490883
1220,1.5542823113866515,2.644099604738239
1221,0.6844816517271228,2.522009731572427
1222,0.12246631280755645,2.6898956876349085
1223,0.7624564447083819,2.439740143568346
1224,1.3000076779914882,2.2763776556189073
1225,1.9426915713041033,2.3815380346365584
1226,1.514844830311813,1.9257270585299804
1227,1.177796684288523,1.6348131036876656
1228,1.0429645467559152,1.6416693455259748
1229,0.878654055810511,1.445605675049128
1230,0.2981123844418572,1.3392653384569535
1231,0.3288348527915078,1.1863514801313153
1232,0.9581183207911165,1.0308635549008076
1233,1.181862293141595,1.181862293141595
1234,0.8623202741572479,0.8623202741572479
1235,0.8414608578763992,0.8414608578763992
1236,0.40877952425892233,0.42990292774973315
1237,0.7013318702896718,0.7013318702896718
1238,0.963064357459451,0.963064357459451
1239,1.0844572026560133,1.0844572026560133
1240,1.243053301459228,1.243053301459228
1241,1.0210524705917,1.0210524705917
1242,0.9558731121574421,0.9558731121574421
1243,0.5234579179591131,1.2997710319326043
1244,0.23047665733839914,1.4126108647526696
1245,0.8104222466007427,1.3064204932692698
1246,1.077085473654559,1.3684365306663446
1247,1.3300227253345591,1.3300227253345591
1248,0.8768323638456996,0.8768323638456996
1249,0.025389647207157463,0.8440453223338142
1250,1.0181351830789656,1.3434429297621213
1251,1.4743860658332884,1.4743860658332884
1252,1.7811502995000583,1.7811502995000583
1253,1.0830525682716945,1.3358111727072528
1254,0.1343393277650713,1.0064330912878736
1255,0.767477725281111,1.1500770874288513
1256,1.20075223617815,1.20075223617815
1257,1.0700823653777964,1.0700823653777964
1258,0.8684353814991934,0.8684353814991934
1259,0.409093784080938,0.409093784080938
1260,0.3999612928829993,0.3999612928829993
1261,1.5086434514477636,1.5086434514477636
1262,2.182345069916246,2.182345069916246
1263,2.937114148895619,2.937114148895619
1264,3.468849956290753,3.468849956290753
1265,3.9565930646926812,3.9565930646926812
1266,4.192877507431028,4.192877507431028
1267,4.54267772679773,4.897308435931563
1268,3.813368673424091,5.743878232947038
1269,3.25829337528631,6.606044950969979
1270,3.0253231033948436,7.2301235478706785
1271,2.4787093803433042,7.725494095180183
1272,1.854461557718606,8.304302296228775
1273,1.2341924039532093,8.813784644005034
1274,0.6761767422676109,9.209502230755863
1275,0.11591439836768747,9.73957682000322
1276,0.45890943785623134,10.431630937611834
1277,0.19383895299647047,11.036298516514917
1278,0.7010083623258624,11.027798230037622
1279,0.2913538923736365,11.161203535194138
1280,0.1887440143931683,11.59195161558342
1281,0.27010498685600737,11.838100688503184
1282,0.21063596366283027,12.787986814792472
1283,0.24425699080544103,13.441406017922617
1284,0.19511534475623313,13.993232974789308
1285,0.14175974233293698,14.37774040584445
1286,0.20264648656013298,14.321516555208664
1287,0.20264267553161838,13.652885020137074
1288,0.24512226012997243,12.712435763487674
1289,0.39242892879895214,11.83056505503803
1290,0.7287304757421389,10.908654757671828
1291,0.46916079313989667,9.852993317612277
1292,0.4586126010097875,9.009719708717537
1293,0.02140170318376932,8.384913566061787
1294,0.23653912690698214,7.531832085650704
1295,0.2634148975783817,6.540521171605148
1296,0.5510975241516249,5.651390631791814
1297,1.0422448524475723,5.121746701104031
1298,1.854950033924804,4.634743033769722
1299,1.910121265705326,3.8588568794472264
1300,2.117496259798725,3.1018898281707012
1301,2.2680597680061085,2.718725195744496
1302,2.016429645208751,2.016429645208751
1303,1.2971179266120145,1.2971179266120145
1304,1.2381720728815029,1.2381720728815029
1305,0.9137198413951626,0.9137198413951626
1306,0.26639208446199564,0.5278901043609125
1500,0.1872184159709009,0.1872184159709009
1501,0.18959868973278984,0.18959868973278984
1502,0.19721548225245236,0.19721548225245236
1503,0.20315444412963238,0.20315444412963238
1504,0.22432531332393818,0.22432531332393818
1505,0.24472054761573883,0.24472054761573883
1506,0.26082380333359534,0.26082380333359534
1507,0.2727310577925792,0.2727310577925792
1508,0.2965356745508065,0.2965356745508065
1509,0.31833372880336375,0.31833372880336375
1510,0.31403528940537645,0.31403528940537645
1511,0.3081849721805314,0.3081849721805314
1512,0.31041732130497574,0.31041732130497574
1513,0.30765716099971363,0.30765716099971363
1514,0.30856994196384774,0.30856994196384774
1515,0.30867839735397556,0.30867839735397556
1516,0.30826300827287884,0.30826300827287884
1517,0.30851697734250855,0.30851697734250855
1518,0.30184453842104925,0.30184453842104925
1519,0.30783256130290154,0.30783256130290154
1520,0.3195068614518602,0.3195068614518602
1521,0.3297259979069208,0.3297259979069208
1522,0.33085821126307474,0.33085821126307474
1523,0.33156532710474684,0.33156532710474684
1524,0.32899158978564186,0.32899158978564186
1525,0.3280664323085812,0.3280664323085812
1526,0.33045116645134043,0.33045116645134043
1527,0.32898266894978573,0.32898266894978573
1528,0.3264528305757942,0.3264528305757942
1529,0.32442821461404603,0.32442821461404603
1530,0.3243031004690784,0.3243031004690784
1531,0.3261740062552628,0.3261740062552628
1532,0.3251182524274892,0.3251182524274892
1533,0.32437731543919157,0.32437731543919157
1534,0.3250539333242655,0.3250539333242655
